city,name,value,veh_series
安徽省-宣城市,10%~20%,210,HS5
海南省-琼海市,10%~20%,247,HS5
海南省-屯昌县,10%~20%,36,HS5
福建省-莆田市,0~10%,87,HS5
江西省-抚州市,20%~50%,192,HS5
广东省-云浮市,20%~50%,184,HS5
海南省-陵水黎族自治县,50%~70%,191,HS5
宁夏回族自治区-吴忠市,0~10%,181,HS5
广东省-江门市,10%~20%,332,HS5
四川省-泸州市,50%~70%,10,HS5
福建省-厦门市,20%~50%,60,HS5
天津市-北辰区,20%~50%,57,HS5
湖南省-衡阳市,20%~50%,431,HS5
青海省-海南藏族自治州,0~10%,318,HS5
湖北省-天门市,20%~50%,23,HS5
河南省-洛阳市,50%~70%,16,HS5
宁夏回族自治区-中卫市,70%+,3,HS5
江苏省-无锡市,50%~70%,9,HS5
湖北省-荆门市,10%~20%,190,HS5
新疆维吾尔自治区-伊犁哈萨克自治州,20%~50%,71,HS5
安徽省-安徽省,10%~20%,41,HS5
河北省-河北省,20%~50%,89,HS5
甘肃省-金昌市,20%~50%,26,HS5
河北省-承德市,50%~70%,12,HS5
河南省-信阳市,10%~20%,236,HS5
新疆维吾尔自治区-博尔塔拉蒙古自治州,0~10%,81,HS5
云南省-临沧市,20%~50%,21,HS5
天津市-宝坻区,20%~50%,101,HS5
河北省-邢台市,50%~70%,19,HS5
海南省-澄迈县,20%~50%,38,HS5
重庆市-渝北区,70%+,1,HS5
安徽省-芜湖市,0~10%,75,HS5
甘肃省-白银市,50%~70%,14,HS5
贵州省-黔东南苗族侗族自治州,50%~70%,21,HS5
黑龙江省-伊春市,0~10%,56,HS5
江西省-上饶市,10%~20%,250,HS5
广西壮族自治区-北海市,0~10%,66,HS5
重庆市-开县,10%~20%,43,HS5
广东省-惠州市,70%+,2,HS5
湖北省-襄樊市,20%~50%,289,HS5
广西壮族自治区-百色市,0~10%,121,HS5
云南省-保山市,50%~70%,5,HS5
河南省-南阳市,0~10%,229,HS5
福建省-漳州市,0~10%,416,HS5
北京市-房山区,50%~70%,3,HS5
重庆市-武隆县,50%~70%,2,HS5
河南省-濮阳市,0~10%,52,HS5
江西省-赣州市,20%~50%,886,HS5
广西壮族自治区-来宾市,50%~70%,6,HS5
广东省-中山市,50%~70%,2,HS5
河南省-漯河市,20%~50%,96,HS5
大陆-大陆,10%~20%,5,HS5
河北省-唐山市,20%~50%,390,HS5
江苏省-苏州市,10%~20%,1067,HS5
黑龙江省-哈尔滨市,10%~20%,126,HS5
海南省-琼海市,70%+,489,HS5
内蒙古自治区-乌海市,10%~20%,37,HS5
天津市-河北区,10%~20%,1,HS5
天津市-南开区,0~10%,1,HS5
辽宁省-盘锦市,50%~70%,12,HS5
辽宁省-鞍山市,20%~50%,85,HS5
江苏省-常州市,50%~70%,19,HS5
湖北省-武汉市,50%~70%,9,HS5
辽宁省-辽阳市,20%~50%,89,HS5
广西壮族自治区-柳州市,10%~20%,125,HS5
辽宁省-阜新市,20%~50%,43,HS5
海南省-琼中黎族苗族自治县,0~10%,38,HS5
重庆市-万盛区,0~10%,10,HS5
河北省-廊坊市,0~10%,316,HS5
重庆市-北碚区,0~10%,171,HS5
江苏省-南京市,10%~20%,704,HS5
山西省-长治市,0~10%,279,HS5
四川省-遂宁市,0~10%,319,HS5
福建省-三明市,20%~50%,96,HS5
河南省-焦作市,10%~20%,276,HS5
新疆维吾尔自治区-哈密地区,20%~50%,162,HS5
河南省-周口市,0~10%,143,HS5
湖南省-张家界市,50%~70%,2,HS5
黑龙江省-大兴安岭地区,20%~50%,21,HS5
黑龙江省-绥化市,50%~70%,7,HS5
甘肃省-嘉峪关市,20%~50%,14,HS5
广东省-肇庆市,50%~70%,23,HS5
辽宁省-鞍山市,0~10%,78,HS5
广西壮族自治区-梧州市,0~10%,181,HS5
陕西省-商洛市,0~10%,254,HS5
辽宁省-辽宁省,10%~20%,3,HS5
海南省-临高县,10%~20%,32,HS5
贵州省-安顺市,20%~50%,577,HS5
辽宁省-辽阳市,0~10%,86,HS5
河南省-鹤壁市,0~10%,75,HS5
北京市-北京市,50%~70%,6,HS5
辽宁省-阜新市,0~10%,81,HS5
辽宁省-沈阳市,0~10%,385,HS5
陕西省-咸阳市,20%~50%,379,HS5
湖南省-郴州市,0~10%,359,HS5
浙江省-金华市,0~10%,532,HS5
广东省-阳江市,0~10%,244,HS5
新疆维吾尔自治区-塔城地区,10%~20%,203,HS5
吉林省-通化市,10%~20%,157,HS5
浙江省-绍兴市,0~10%,844,HS5
辽宁省-朝阳市,50%~70%,1,HS5
江西省-上饶市,70%+,1,HS5
安徽省-宿州市,10%~20%,146,HS5
黑龙江省-大兴安岭地区,0~10%,28,HS5
四川省-南充市,0~10%,686,HS5
甘肃省-嘉峪关市,0~10%,3,HS5
福建省-南平市,10%~20%,463,HS5
湖南省-岳阳市,0~10%,174,HS5
安徽省-滁州市,50%~70%,22,HS5
四川省-自贡市,0~10%,74,HS5
贵州省-贵州省,0~10%,18,HS5
山东省-日照市,10%~20%,294,HS5
重庆市-垫江县,50%~70%,3,HS5
山东省-莱芜市,0~10%,130,HS5
广东省-汕尾市,0~10%,159,HS5
北京市-朝阳区,0~10%,262,HS5
福建省-福州市,50%~70%,2,HS5
山东省-烟台市,0~10%,846,HS5
吉林省-吉林市,10%~20%,223,HS5
湖北省-宜昌市,50%~70%,1,HS5
广西壮族自治区-玉林市,10%~20%,47,HS5
黑龙江省-双鸭山市,0~10%,4,HS5
四川省-阿坝藏族羌族自治州,0~10%,87,HS5
吉林省-辽源市,10%~20%,77,HS5
江苏省-苏州市,70%+,1,HS5
海南省-三亚市,20%~50%,178,HS5
黑龙江省-哈尔滨市,70%+,3,HS5
青海省-果洛藏族自治州,20%~50%,42,HS5
内蒙古自治区-乌海市,70%+,4,HS5
新疆维吾尔自治区-和田地区,10%~20%,13,HS5
黑龙江省-佳木斯市,0~10%,60,HS5
辽宁省-本溪市,0~10%,119,HS5
重庆市-丰都县,20%~50%,24,HS5
海南省-保亭黎族苗族自治县,20%~50%,15,HS5
山西省-阳泉市,50%~70%,1,HS5
山西省-吕梁市,50%~70%,2,HS5
广西壮族自治区-柳州市,70%+,1,HS5
河南省-安阳市,0~10%,116,HS5
四川省-眉山市,50%~70%,9,HS5
江苏省-南京市,70%+,3,HS5
四川省-绵阳市,50%~70%,10,HS5
内蒙古自治区-内蒙古自治区,10%~20%,16,HS5
重庆市-长寿区,10%~20%,72,HS5
吉林省-松原市,70%+,3,HS5
安徽省-阜阳市,20%~50%,87,HS5
安徽省-黄山市,0~10%,166,HS5
青海省-果洛藏族自治州,0~10%,29,HS5
海南省-乐东黎族自治县,10%~20%,32,HS5
河北省-石家庄市,0~10%,552,HS5
广东省-河源市,20%~50%,176,HS5
甘肃省-张掖市,20%~50%,78,HS5
海南省-定安县,50%~70%,1,HS5
新疆维吾尔自治区-乌鲁木齐市,50%~70%,4,HS5
山东省-济宁市,50%~70%,3,HS5
甘肃省-酒泉市,0~10%,71,HS5
四川省-攀枝花市,10%~20%,83,HS5
重庆市-沙坪坝区,20%~50%,72,HS5
山东省-泰安市,10%~20%,357,HS5
安徽省-宿州市,70%+,1,HS5
广东省-梅州市,0~10%,187,HS5
吉林省-吉林省,20%~50%,58,HS5
福建省-南平市,70%+,1,HS5
甘肃省-甘南藏族自治州,20%~50%,22,HS5
浙江省-宁波市,0~10%,1057,HS5
海南省-海口市,20%~50%,106,HS5
广西壮族自治区-广西壮族自治区,0~10%,12,HS5
四川省-资阳市,20%~50%,211,HS5
河北省-张家口市,20%~50%,303,HS5
广东省-珠海市,10%~20%,80,HS5
海南省-昌江黎族自治县,0~10%,30,HS5
福建省-龙岩市,10%~20%,165,HS5
浙江省-嘉兴市,10%~20%,544,HS5
广东省-潮州市,50%~70%,2,HS5
安徽省-巢湖市,50%~70%,14,HS5
安徽省-淮南市,20%~50%,55,HS5
新疆维吾尔自治区-喀什地区,50%~70%,6,HS5
湖北省-十堰市,20%~50%,28,HS5
山西省-晋城市,0~10%,199,HS5
四川省-四川省,20%~50%,28,HS5
辽宁省-大连市,50%~70%,29,HS5
青海省-青海省,0~10%,2,HS5
吉林省-松原市,50%~70%,45,HS5
云南省-楚雄彝族自治州,0~10%,354,HS5
湖北省-仙桃市,0~10%,109,HS5
重庆市-江津区,10%~20%,168,HS5
广东省-湛江市,50%~70%,9,HS5
山东省-菏泽市,10%~20%,491,HS5
天津市-西青区,0~10%,118,HS5
浙江省-舟山市,20%~50%,6,HS5
安徽省-安庆市,10%~20%,211,HS5
安徽省-淮南市,0~10%,47,HS5
江西省-萍乡市,50%~70%,2,HS5
黑龙江省-鸡西市,10%~20%,19,HS5
河南省-许昌市,0~10%,332,HS5
山西省-晋中市,10%~20%,354,HS5
海南省-陵水黎族自治县,20%~50%,305,HS5
湖北省-潜江市,50%~70%,2,HS5
重庆市-梁平县,10%~20%,58,HS5
四川省-泸州市,20%~50%,411,HS5
甘肃省-定西市,0~10%,265,HS5
江苏省-宿迁市,10%~20%,97,HS5
福建省-福建省,20%~50%,4,HS5
浙江省-杭州市,0~10%,1568,HS5
重庆市-永川区,0~10%,102,HS5
河南省-洛阳市,20%~50%,193,HS5
新疆维吾尔自治区-克拉玛依市,0~10%,42,HS5
江苏省-无锡市,20%~50%,337,HS5
四川省-达州市,10%~20%,808,HS5
浙江省-湖州市,50%~70%,6,HS5
河北省-承德市,20%~50%,233,HS5
海南省-陵水黎族自治县,0~10%,166,HS5
海南省-儋州市,0~10%,50,HS5
广东省-韶关市,0~10%,368,HS5
四川省-甘孜藏族自治州,10%~20%,31,HS5
广西壮族自治区-防城港市,10%~20%,40,HS5
甘肃省-武威市,0~10%,86,HS5
河北省-邯郸市,0~10%,191,HS5
河北省-邢台市,20%~50%,239,HS5
山东省-泰安市,70%+,1,HS5
河南省-河南省,50%~70%,1,HS5
广东省-东莞市,50%~70%,7,HS5
天津市-天津市,0~10%,10,HS5
甘肃省-白银市,20%~50%,170,HS5
贵州省-黔东南苗族侗族自治州,20%~50%,350,HS5
湖南省-湘潭市,50%~70%,14,HS5
湖北省-咸宁市,50%~70%,8,HS5
上海市-宝山区,10%~20%,10,HS5
贵州省-六盘水市,10%~20%,446,HS5
云南省-保山市,20%~50%,145,HS5
湖南省-湖南省,0~10%,37,HS5
北京市-房山区,20%~50%,96,HS5
重庆市-武隆县,20%~50%,43,HS5
天津市-静海县,10%~20%,103,HS5
上海市-松江区,20%~50%,92,HS5
重庆市-奉节县,0~10%,82,HS5
贵州省-黔东南苗族侗族自治州,0~10%,741,HS5
广西壮族自治区-来宾市,20%~50%,62,HS5
广东省-中山市,20%~50%,173,HS5
新疆维吾尔自治区-阿克苏地区,50%~70%,1,HS5
甘肃省-兰州市,0~10%,694,HS5
内蒙古自治区-巴彦淖尔市,50%~70%,9,HS5
内蒙古自治区-阿拉善盟,50%~70%,24,HS5
湖南省-永州市,0~10%,345,HS5
山东省-菏泽市,70%+,2,HS5
云南省-昭通市,0~10%,171,HS5
湖南省-长沙市,50%~70%,13,HS5
吉林省-白山市,10%~20%,86,HS5
重庆市-大足县,50%~70%,1,HS5
安徽省-安庆市,70%+,1,HS5
辽宁省-盘锦市,20%~50%,124,HS5
黑龙江省-鸡西市,70%+,1,HS5
江苏省-常州市,20%~50%,449,HS5
湖北省-武汉市,20%~50%,302,HS5
上海市-松江区,0~10%,297,HS5
重庆市-铜梁县,10%~20%,99,HS5
山西省-晋中市,70%+,2,HS5
云南省-迪庆藏族自治州,10%~20%,3,HS5
内蒙古自治区-呼和浩特市,50%~70%,22,HS5
江苏省-宿迁市,70%+,1,HS5
湖南省-张家界市,20%~50%,47,HS5
北京市-海淀区,0~10%,119,HS5
浙江省-温州市,0~10%,394,HS5
云南省-曲靖市,50%~70%,16,HS5
黑龙江省-绥化市,20%~50%,40,HS5
四川省-达州市,70%+,3,HS5
广东省-肇庆市,20%~50%,425,HS5
山东省-济南市,0~10%,975,HS5
辽宁省-盘锦市,0~10%,137,HS5
重庆市-重庆市,50%~70%,1,HS5
江苏省-镇江市,50%~70%,3,HS5
山东省-德州市,10%~20%,406,HS5
广东省-茂名市,10%~20%,99,HS5
吉林省-四平市,70%+,10,HS5
北京市-北京市,20%~50%,46,HS5
河北省-衡水市,50%~70%,13,HS5
贵州省-黔南布依族苗族自治州,10%~20%,863,HS5
广西壮族自治区-河池市,50%~70%,8,HS5
河北省-保定市,10%~20%,1332,HS5
江西省-鹰潭市,50%~70%,1,HS5
辽宁省-朝阳市,20%~50%,31,HS5
海南省-东方市,10%~20%,28,HS5
新疆维吾尔自治区-昌吉回族自治州,0~10%,451,HS5
西藏自治区-拉萨市,50%~70%,2,HS5
贵州省-黔西南布依族苗族自治州,0~10%,735,HS5
安徽省-滁州市,20%~50%,483,HS5
湖南省-株洲市,50%~70%,9,HS5
重庆市-潼南县,20%~50%,16,HS5
新疆维吾尔自治区-吐鲁番地区,0~10%,756,HS5
北京市-通州区,0~10%,246,HS5
重庆市-垫江县,20%~50%,44,HS5
江西省-南昌市,0~10%,302,HS5
辽宁省-抚顺市,0~10%,182,HS5
广东省-深圳市,10%~20%,459,HS5
福建省-福州市,20%~50%,248,HS5
广西壮族自治区-贺州市,10%~20%,136,HS5
天津市-静海县,70%+,1,HS5
天津市-东丽区,10%~20%,174,HS5
河南省-平顶山市,10%~20%,260,HS5
河南省-商丘市,0~10%,105,HS5
江苏省-江苏省,10%~20%,48,HS5
陕西省-渭南市,50%~70%,9,HS5
湖北省-宜昌市,20%~50%,127,HS5
北京市-昌平区,10%~20%,228,HS5
新疆维吾尔自治区-五家渠市,10%~20%,2,HS5
黑龙江省-牡丹江市,10%~20%,58,HS5
浙江省-浙江省,0~10%,27,HS5
天津市-蓟县,10%~20%,44,HS5
江苏省-淮安市,50%~70%,9,HS5
江苏省-南通市,50%~70%,11,HS5
安徽省-滁州市,0~10%,328,HS5
天津市-宁河县,50%~70%,5,HS5
广西壮族自治区-桂林市,50%~70%,27,HS5
四川省-宜宾市,50%~70%,7,HS5
甘肃省-临夏回族自治州,0~10%,48,HS5
广东省-广州市,10%~20%,1662,HS5
湖北省-黄石市,0~10%,82,HS5
湖北省-随州市,50%~70%,2,HS5
上海市-金山区,20%~50%,2,HS5
重庆市-南川区,50%~70%,3,HS5
江西省-江西省,10%~20%,12,HS5
吉林省-四平市,50%~70%,110,HS5
重庆市-铜梁县,70%+,1,HS5
重庆市-彭水苗族土家族自治县,50%~70%,3,HS5
山西省-阳泉市,20%~50%,35,HS5
山西省-吕梁市,20%~50%,82,HS5
重庆市-酉阳土家族苗族自治县,50%~70%,1,HS5
重庆市-万州区,10%~20%,311,HS5
四川省-眉山市,20%~50%,267,HS5
北京市-顺义区,0~10%,284,HS5
海南省-万宁市,0~10%,312,HS5
四川省-绵阳市,20%~50%,379,HS5
黑龙江省-七台河市,0~10%,17,HS5
云南省-云南省,0~10%,36,HS5
山东省-枣庄市,10%~20%,137,HS5
陕西省-西安市,10%~20%,820,HS5
北京市-丰台区,10%~20%,69,HS5
广西壮族自治区-南宁市,10%~20%,756,HS5
重庆市-巫山县,10%~20%,18,HS5
四川省-广安市,0~10%,156,HS5
上海市-金山区,0~10%,76,HS5
四川省-乐山市,0~10%,292,HS5
云南省-昆明市,10%~20%,1554,HS5
海南省-定安县,20%~50%,154,HS5
新疆维吾尔自治区-乌鲁木齐市,20%~50%,91,HS5
山西省-运城市,10%~20%,299,HS5
山东省-济宁市,20%~50%,221,HS5
重庆市-南岸区,50%~70%,2,HS5
河北省-保定市,70%+,10,HS5
四川省-内江市,10%~20%,196,HS5
内蒙古自治区-锡林郭勒盟,10%~20%,209,HS5
辽宁省-葫芦岛市,50%~70%,18,HS5
新疆维吾尔自治区-阿拉尔市,10%~20%,2,HS5
广东省-潮州市,20%~50%,30,HS5
山东省-青岛市,0~10%,722,HS5
广东省-深圳市,70%+,1,HS5
青海省-玉树藏族自治州,20%~50%,52,HS5
广西壮族自治区-贺州市,70%+,2,HS5
安徽省-巢湖市,20%~50%,261,HS5
新疆维吾尔自治区-喀什地区,20%~50%,45,HS5
海南省-五指山市,10%~20%,73,HS5
黑龙江省-牡丹江市,70%+,1,HS5
重庆市-合川区,50%~70%,7,HS5
辽宁省-大连市,20%~50%,277,HS5
安徽省-亳州市,10%~20%,45,HS5
吉林省-松原市,20%~50%,413,HS5
新疆维吾尔自治区-巴音郭楞蒙古自治州,0~10%,82,HS5
青海省-海东地区,10%~20%,372,HS5
广东省-湛江市,20%~50%,96,HS5
广东省-广州市,70%+,2,HS5
广西壮族自治区-崇左市,50%~70%,2,HS5
黑龙江省-鹤岗市,10%~20%,9,HS5
宁夏回族自治区-银川市,50%~70%,52,HS5
河南省-开封市,10%~20%,274,HS5
北京市-大兴区,50%~70%,4,HS5
重庆市-涪陵区,10%~20%,272,HS5
安徽省-巢湖市,0~10%,353,HS5
江西省-萍乡市,20%~50%,40,HS5
湖北省-潜江市,20%~50%,16,HS5
重庆市-万州区,70%+,1,HS5
重庆市-綦江县,10%~20%,118,HS5
河北省-沧州市,10%~20%,499,HS5
宁夏回族自治区-石嘴山市,0~10%,65,HS5
陕西省-西安市,70%+,2,HS5
北京市-怀柔区,0~10%,55,HS5
广西壮族自治区-南宁市,70%+,7,HS5
湖南省-娄底市,10%~20%,115,HS5
青海省-海西蒙古族藏族自治州,50%~70%,111,HS5
青海省-海北藏族自治州,0~10%,73,HS5
山东省-威海市,50%~70%,2,HS5
湖南省-怀化市,10%~20%,539,HS5
云南省-昆明市,70%+,3,HS5
山西省-运城市,70%+,8,HS5
内蒙古自治区-赤峰市,10%~20%,99,HS5
浙江省-湖州市,20%~50%,384,HS5
北京市-延庆县,10%~20%,16,HS5
江苏省-泰州市,0~10%,204,HS5
贵州省-贵阳市,10%~20%,1508,HS5
河南省-河南省,20%~50%,20,HS5
四川省-内江市,70%+,1,HS5
广东省-东莞市,20%~50%,358,HS5
山东省-聊城市,50%~70%,6,HS5
四川省-巴中市,0~10%,402,HS5
内蒙古自治区-锡林郭勒盟,70%+,5,HS5
湖南省-湘潭市,20%~50%,248,HS5
湖南省-湘西土家族苗族自治州,50%~70%,10,HS5
湖北省-孝感市,0~10%,214,HS5
湖北省-咸宁市,20%~50%,81,HS5
湖南省-常德市,50%~70%,9,HS5
重庆市-璧山县,20%~50%,76,HS5
广东省-清远市,10%~20%,580,HS5
陕西省-铜川市,10%~20%,97,HS5
西藏自治区-日喀则地区,10%~20%,16,HS5
江苏省-扬州市,10%~20%,223,HS5
安徽省-六安市,10%~20%,300,HS5
山东省-山东省,10%~20%,20,HS5
浙江省-台州市,50%~70%,1,HS5
广东省-汕头市,50%~70%,1,HS5
北京市-密云县,50%~70%,5,HS5
重庆市-云阳县,10%~20%,140,HS5
内蒙古自治区-呼伦贝尔市,0~10%,227,HS5
湖北省-黄冈市,0~10%,399,HS5
广东省-揭阳市,0~10%,161,HS5
新疆维吾尔自治区-阿克苏地区,20%~50%,50,HS5
内蒙古自治区-巴彦淖尔市,20%~50%,69,HS5
江西省-吉安市,50%~70%,6,HS5
陕西省-榆林市,10%~20%,262,HS5
湖北省-鄂州市,50%~70%,2,HS5
吉林省-长春市,0~10%,2614,HS5
重庆市-忠县,0~10%,103,HS5
青海省-海东地区,70%+,1,HS5
安徽省-池州市,50%~70%,6,HS5
河南省-驻马店市,0~10%,496,HS5
重庆市-九龙坡区,0~10%,96,HS5
江西省-景德镇市,10%~20%,60,HS5
湖南省-长沙市,20%~50%,435,HS5
四川省-德阳市,10%~20%,466,HS5
河南省-开封市,70%+,6,HS5
重庆市-大足县,20%~50%,58,HS5
湖北省-恩施土家族苗族自治州,10%~20%,180,HS5
陕西省-延安市,10%~20%,235,HS5
安徽省-铜陵市,70%+,1,HS5
西藏自治区-那曲地区,0~10%,14,HS5
天津市-塘沽区,0~10%,97,HS5
湖北省-湖北省,50%~70%,1,HS5
内蒙古自治区-呼和浩特市,20%~50%,289,HS5
河北省-沧州市,70%+,2,HS5
内蒙古自治区-巴彦淖尔市,0~10%,119,HS5
北京市-平谷区,0~10%,25,HS5
辽宁省-丹东市,0~10%,119,HS5
云南省-普洱市,10%~20%,104,HS5
内蒙古自治区-阿拉善盟,0~10%,109,HS5
湖南省-益阳市,0~10%,255,HS5
山东省-东营市,10%~20%,102,HS5
江苏省-连云港市,10%~20%,200,HS5
河南省-郑州市,0~10%,1910,HS5
内蒙古自治区-乌兰察布市,50%~70%,33,HS5
湖南省-娄底市,70%+,1,HS5
云南省-曲靖市,20%~50%,426,HS5
新疆维吾尔自治区-石河子市,10%~20%,14,HS5
湖南省-怀化市,70%+,3,HS5
重庆市-重庆市,20%~50%,42,HS5
内蒙古自治区-赤峰市,70%+,4,HS5
江苏省-镇江市,20%~50%,253,HS5
云南省-德宏傣族景颇族自治州,10%~20%,46,HS5
山西省-临汾市,10%~20%,285,HS5
山西省-大同市,50%~70%,19,HS5
河北省-衡水市,20%~50%,189,HS5
西藏自治区-阿里地区,10%~20%,4,HS5
湖北省-荆州市,10%~20%,120,HS5
安徽省-蚌埠市,70%+,3,HS5
广东省-广东省,50%~70%,7,HS5
重庆市-石柱土家族自治县,10%~20%,70,HS5
广西壮族自治区-贵港市,10%~20%,74,HS5
广西壮族自治区-河池市,20%~50%,95,HS5
新疆维吾尔自治区-阿勒泰地区,50%~70%,3,HS5
江西省-鹰潭市,20%~50%,77,HS5
山东省-潍坊市,10%~20%,248,HS5
贵州省-毕节地区,0~10%,1028,HS5
西藏自治区-拉萨市,20%~50%,12,HS5
河南省-新乡市,0~10%,299,HS5
陕西省-汉中市,10%~20%,216,HS5
湖南省-株洲市,20%~50%,210,HS5
重庆市-江北区,20%~50%,32,HS5
四川省-凉山彝族自治州,50%~70%,12,HS5
重庆市-重庆市,0~10%,19,HS5
甘肃省-庆阳市,0~10%,29,HS5
内蒙古自治区-鄂尔多斯市,10%~20%,290,HS5
广东省-清远市,70%+,1,HS5
山西省-太原市,10%~20%,405,HS5
陕西省-铜川市,70%+,2,HS5
上海市-奉贤区,20%~50%,27,HS5
江苏省-扬州市,70%+,1,HS5
福建省-宁德市,10%~20%,175,HS5
安徽省-六安市,70%+,1,HS5
上海市-崇明县,10%~20%,9,HS5
西藏自治区-山南地区,10%~20%,14,HS5
西藏自治区-林芝地区,10%~20%,33,HS5
陕西省-渭南市,20%~50%,314,HS5
贵州省-铜仁地区,50%~70%,9,HS5
陕西省-安康市,0~10%,183,HS5
陕西省-榆林市,70%+,9,HS5
甘肃省-甘肃省,0~10%,51,HS5
天津市-津南区,0~10%,179,HS5
江苏省-南通市,20%~50%,393,HS5
江苏省-淮安市,20%~50%,241,HS5
上海市-浦东新区,10%~20%,20,HS5
天津市-宁河县,20%~50%,67,HS5
广西壮族自治区-桂林市,20%~50%,367,HS5
四川省-宜宾市,20%~50%,282,HS5
四川省-德阳市,70%+,1,HS5
湖北省-随州市,20%~50%,84,HS5
上海市-奉贤区,0~10%,77,HS5
贵州省-遵义市,10%~20%,1805,HS5
山东省-临沂市,50%~70%,7,HS5
辽宁省-铁岭市,50%~70%,12,HS5
吉林省-四平市,20%~50%,457,HS5
重庆市-南川区,20%~50%,144,HS5
重庆市-彭水苗族土家族自治县,20%~50%,36,HS5
天津市-汉沽区,10%~20%,49,HS5
重庆市-酉阳土家族苗族自治县,20%~50%,28,HS5
北京市-石景山区,20%~50%,2,HS5
福建省-泉州市,0~10%,425,HS5
江苏省-盐城市,0~10%,211,HS5
宁夏回族自治区-固原市,50%~70%,7,HS5
山东省-东营市,70%+,1,HS5
山东省-淄博市,0~10%,157,HS5
江西省-抚州市,10%~20%,156,HS5
甘肃省-平凉市,0~10%,84,HS5
新疆维吾尔自治区-石河子市,70%+,1,HS5
青海省-西宁市,0~10%,400,HS5
广东省-云浮市,10%~20%,246,HS5
山西省-忻州市,50%~70%,44,HS5
广东省-佛山市,0~10%,1369,HS5
福建省-厦门市,10%~20%,129,HS5
天津市-北辰区,10%~20%,113,HS5
湖南省-衡阳市,10%~20%,472,HS5
湖北省-荆州市,70%+,1,HS5
山西省-山西省,0~10%,16,HS5
湖北省-天门市,10%~20%,31,HS5
重庆市-巴南区,50%~70%,1,HS5
重庆市-南岸区,20%~50%,42,HS5
山东省-潍坊市,70%+,1,HS5
新疆维吾尔自治区-伊犁哈萨克自治州,10%~20%,99,HS5
河北省-河北省,10%~20%,108,HS5
甘肃省-金昌市,10%~20%,22,HS5
陕西省-汉中市,70%+,1,HS5
安徽省-合肥市,50%~70%,17,HS5
黑龙江省-大庆市,50%~70%,8,HS5
辽宁省-葫芦岛市,20%~50%,296,HS5
内蒙古自治区-鄂尔多斯市,70%+,2,HS5
山西省-太原市,70%+,5,HS5
山西省-朔州市,50%~70%,11,HS5
天津市-宝坻区,10%~20%,123,HS5
云南省-临沧市,10%~20%,38,HS5
海南省-澄迈县,10%~20%,108,HS5
重庆市-秀山土家族苗族自治县,0~10%,27,HS5
浙江省-丽水市,70%+,1,HS5
江西省-宜春市,0~10%,155,HS5
云南省-大理白族自治州,0~10%,496,HS5
山东省-滨州市,0~10%,123,HS5
重庆市-合川区,20%~50%,80,HS5
湖北省-襄樊市,10%~20%,320,HS5
-,0~10%,334,HS5
甘肃省-天水市,0~10%,163,HS5
云南省-文山壮族苗族自治州,0~10%,93,HS5
上海市-闵行区,50%~70%,3,HS5
天津市-大港区,50%~70%,3,HS5
天津市-武清区,0~10%,129,HS5
广西壮族自治区-崇左市,20%~50%,75,HS5
宁夏回族自治区-银川市,20%~50%,460,HS5
云南省-红河哈尼族彝族自治州,50%~70%,4,HS5
北京市-大兴区,20%~50%,140,HS5
江西省-赣州市,10%~20%,1276,HS5
湖南省-邵阳市,0~10%,292,HS5
四川省-成都市,0~10%,1812,HS5
陕西省-宝鸡市,50%~70%,15,HS5
河南省-漯河市,10%~20%,100,HS5
河北省-唐山市,10%~20%,437,HS5
内蒙古自治区-兴安盟,50%~70%,83,HS5
宁夏回族自治区-银川市,0~10%,616,HS5
海南省-文昌市,20%~50%,2,HS5
青海省-海西蒙古族藏族自治州,20%~50%,768,HS5
辽宁省-鞍山市,10%~20%,90,HS5
山东省-威海市,20%~50%,55,HS5
辽宁省-辽阳市,10%~20%,89,HS5
江苏省-徐州市,0~10%,161,HS5
辽宁省-阜新市,10%~20%,61,HS5
内蒙古自治区-通辽市,50%~70%,32,HS5
河北省-秦皇岛市,50%~70%,25,HS5
陕西省-陕西省,0~10%,11,HS5
福建省-三明市,10%~20%,183,HS5
甘肃省-陇南市,50%~70%,6,HS5
新疆维吾尔自治区-哈密地区,10%~20%,124,HS5
黑龙江省-大兴安岭地区,10%~20%,23,HS5
甘肃省-嘉峪关市,10%~20%,3,HS5
重庆市-黔江区,50%~70%,3,HS5
新疆维吾尔自治区-伊犁哈萨克自治州,70%+,1,HS5
广西壮族自治区-钦州市,50%~70%,10,HS5
山东省-聊城市,20%~50%,166,HS5
河北省-河北省,70%+,2,HS5
四川省-雅安市,50%~70%,5,HS5
青海省-海西蒙古族藏族自治州,0~10%,1017,HS5
甘肃省-金昌市,70%+,3,HS5
重庆市-大渡口区,20%~50%,2,HS5
贵州省-安顺市,10%~20%,719,HS5
湖南省-湘西土家族苗族自治州,20%~50%,218,HS5
福建省-莆田市,50%~70%,2,HS5
陕西省-咸阳市,10%~20%,540,HS5
湖南省-常德市,20%~50%,176,HS5
四川省-广元市,0~10%,338,HS5
天津市-宝坻区,70%+,1,HS5
云南省-临沧市,70%+,1,HS5
天津市-河东区,0~10%,3,HS5
宁夏回族自治区-吴忠市,50%~70%,25,HS5
江西省-新余市,0~10%,34,HS5
广东省-汕头市,20%~50%,30,HS5
北京市-密云县,20%~50%,63,HS5
青海省-海南藏族自治州,50%~70%,15,HS5
湖北省-襄樊市,70%+,2,HS5
